"","state_county","trump","biden","others"
"1829","maryland,somerset",4241,5739,167
"1830","maryland,talbot",11062,10946,547
"1831","maryland,washington",26044,40224,1511
"1832","maryland,wicomico",22054,22944,1218
"1833","maryland,worcester",12560,18571,560
"1834","massachusetts,abington",5209,4236,215
"1835","massachusetts,acton",11105,2471,351
"1836","massachusetts,acushnet",2664,3290,114
"1837","massachusetts,adams",2894,1428,119
"1838","massachusetts,agawam",7794,8073,318
"1839","massachusetts,alford98.5% in",271,50,4
"1840","massachusetts,amesbury",6786,3326,283
"1841","massachusetts,amherst",10718,873,280
"1842","massachusetts,andover",14503,6693,547
"1843","massachusetts,arlington",23671,4381,499
"1844","massachusetts,ashburnham",2030,1667,130
"1845","massachusetts,ashby",956,1008,59
"1846","massachusetts,ashfield",993,180,45
"1847","massachusetts,ashland",7308,2936,200
"1848","massachusetts,athol",2705,2579,218
"1849","massachusetts,attleboro",13661,9272,622
"1850","massachusetts,auburn",5620,4306,275
"1851","massachusetts,avon",1601,1030,66
"1852","massachusetts,ayer",2932,1537,156
"1853","massachusetts,barnstable",16491,11436,500
"1854","massachusetts,barre",1535,1523,99
"1855","massachusetts,becket",757,413,25
"1856","massachusetts,bedford",6452,2180,227
"1857","massachusetts,belchertown",5893,3481,235
"1858","massachusetts,bellingham",5211,4402,276
"1859","massachusetts,belmont",11999,2956,401
"1860","massachusetts,berkley",1764,2251,98
"1861","massachusetts,berlin",1375,816,74
"1862","massachusetts,bernardston",916,423,36
"1863","massachusetts,beverly",16703,7205,542
"1864","massachusetts,billerica",13328,10731,585
"1865","massachusetts,blackstone",2450,2560,125
"1866","massachusetts,blandford",307,454,14
"1867","massachusetts,bolton",2529,1140,93
"1868","massachusetts,boston",242717,45425,5654
"1869","massachusetts,bourne",6527,5331,261
"1870","massachusetts,boxborough",2526,786,90
"1871","massachusetts,boxford",3117,2271,155
"1872","massachusetts,boylston",1877,1318,109
"1873","massachusetts,braintree",12612,8744,439
"1874","massachusetts,brewster",4940,2338,158
"1875","massachusetts,bridgewater",7688,6572,356
"1876","massachusetts,brimfield",1063,1193,58
"1877","massachusetts,brockton",29475,8689,548
"1878","massachusetts,brookfield",946,1054,54
"1879","massachusetts,brookline",27150,3418,516
"1880","massachusetts,buckland",889,268,34
"1881","massachusetts,burlington",9447,5566,333
"1882","massachusetts,cambridge",50233,3519,1043
"1883","massachusetts,canton",9222,4965,298
"1884","massachusetts,carlisle",2772,767,99
"1885","massachusetts,carver",3277,3504,180
"1886","massachusetts,charlemont",492,235,16
"1887","massachusetts,charlton",3759,4127,236
"1888","massachusetts,chatham",3107,1834,134
"1889","massachusetts,chelmsford",13901,7823,625
"1890","massachusetts,chelsea",8155,2215,154
"1891","massachusetts,cheshire",1124,775,47
"1892","massachusetts,chester",313,415,16
"1893","massachusetts,chesterfield",510,287,25
"1894","massachusetts,chicopee",14502,10636,657
"1895","massachusetts,chilmark",796,111,14
"1896","massachusetts,clarksburg",583,390,17
"1897","massachusetts,clinton",4688,2886,252
"1898","massachusetts,cohasset",3849,1665,155
"1899","massachusetts,colrain",667,306,34
"1900","massachusetts,concord",10024,1977,310
"1901","massachusetts,conway99.6% in",989,278,36
"1902","massachusetts,cummington",413,162,16
"1903","massachusetts,dalton",2682,1039,100
"1904","massachusetts,danvers",9833,6725,349
"1905","massachusetts,dartmouth",9792,7778,314
"1906","massachusetts,dedham",10760,4771,336
"1907","massachusetts,deerfield",2425,839,86
"1908","massachusetts,dennis",6181,3938,202
"1909","massachusetts,dighton",2139,2473,112
"1910","massachusetts,douglas",2458,2956,120
"1911","massachusetts,dover",2761,1142,120
"1912","massachusetts,dracut",8706,8812,327
"1913","massachusetts,dudley",2744,3192,156
"1914","massachusetts,dunstable",1243,877,53
"1915","massachusetts,duxbury",6910,4032,277
"1916","massachusetts,east bridgewater",4183,4366,218
"1917","massachusetts,east brookfield",593,741,31
"1918","massachusetts,eastham",2864,1151,85
"1919","massachusetts,easthampton",7796,2525,271
"1920","massachusetts,east longmeadow",5295,4623,204
"1921","massachusetts,easton",8715,5467,337
"1922","massachusetts,edgartown",2185,854,62
"1923","massachusetts,egremont",783,174,16
"1924","massachusetts,erving",550,355,24
"1925","massachusetts,essex",1650,796,66
"1926","massachusetts,everett",10492,4093,232
"1927","massachusetts,fairhaven",5093,4275,189
"1928","massachusetts,fall river",17459,13571,586
"1929","massachusetts,falmouth",14134,7319,437
"1930","massachusetts,fitchburg",9897,6186,426
"1931","massachusetts,florida",209,203,6
"1932","massachusetts,foxborough",6740,4357,249
"1933","massachusetts,framingham",23622,7712,714
"1934","massachusetts,franklin",12475,7345,526
"1935","massachusetts,freetown",2483,2906,117
"1936","massachusetts,gardner",5213,3939,292
"1937","massachusetts,aquinnah",311,34,10
"1938","massachusetts,georgetown",3051,2388,146
"1939","massachusetts,gill",679,279,29
"1940","massachusetts,gloucester",12138,5595,426
"1941","massachusetts,goshen",418,231,23
"1942","massachusetts,gosnold",56,22,4
"1943","massachusetts,grafton",7139,4011,303
"1944","massachusetts,granby",2055,1815,86
"1945","massachusetts,granville",402,565,23
"1946","massachusetts,great barrington",3368,654,90
"1947","massachusetts,greenfield",6883,2265,261
"1948","massachusetts,groton",4941,2149,195
"1949","massachusetts,groveland",2421,1976,139
"1950","massachusetts,hadley",2476,925,92
"1951","massachusetts,halifax",2354,2398,122
"1952","massachusetts,hamilton",3364,1458,166
"1953","massachusetts,hampden",1539,1713,87
"1954","massachusetts,hancock",257,207,14
"1955","massachusetts,hanover",4910,4507,235
"1956","massachusetts,hanson",3244,3314,183
"1957","massachusetts,hardwick",749,733,47
"1958","massachusetts,harvard",3074,954,101
"1959","massachusetts,harwich",5833,3365,250
"1960","massachusetts,hatfield",1578,686,49
"1961","massachusetts,haverhill",19020,12571,810
"1962","massachusetts,hawley",155,70,6
"1963","massachusetts,heath",294,158,16
"1964","massachusetts,hingham",10855,4986,388
"1965","massachusetts,hinsdale",771,402,37
"1966","massachusetts,holbrook",3710,2381,122
"1967","massachusetts,holden",7325,4996,333
"1968","massachusetts,holland",698,793,54
"1969","massachusetts,holliston",6771,2579,267
"1970","massachusetts,holyoke",11152,4843,318
"1971","massachusetts,hopedale",2285,1385,105
"1972","massachusetts,hopkinton",7047,2981,268
"1973","massachusetts,hubbardston",1390,1442,95
"1974","massachusetts,hudson",7414,3852,317
"1975","massachusetts,hull",4507,2433,140
"1976","massachusetts,huntington",585,593,39
"1977","massachusetts,ipswich",6273,3109,232
"1978","massachusetts,kingston",4522,3775,223
"1979","massachusetts,lakeville",3336,3778,209
"1980","massachusetts,lancaster",2458,1762,134
"1981","massachusetts,lanesborough",1237,604,50
"1982","massachusetts,lawrence",17023,5803,382
"1983","massachusetts,lee",2415,985,89
"1984","massachusetts,leicester",3101,3146,168
"1985","massachusetts,lenox",2701,602,65
"1986","massachusetts,leominster",12344,8592,589
"1987","massachusetts,leverett",1193,163,30
"1988","massachusetts,lexington",16308,3337,403
"1989","massachusetts,leyden",330,155,17
"1990","massachusetts,lincoln",3493,683,95
"1991","massachusetts,littleton",4479,1980,232
"1992","massachusetts,longmeadow",6679,3493,223
"1993","massachusetts,lowell",25544,12346,791
"1994","massachusetts,ludlow",5467,5695,222
"1995","massachusetts,lunenburg",4027,2936,229
"1996","massachusetts,lynn",24662,10425,690
"1997","massachusetts,lynnfield",4213,3969,163
"1998","massachusetts,malden",19111,6026,486
"1999","massachusetts,manchester",2712,1014,93
"2000","massachusetts,mansfield",9024,5149,364
"2001","massachusetts,marblehead",10128,3790,316
"2002","massachusetts,marion",2369,1244,83
"2003","massachusetts,marlborough",12610,6100,433
"2004","massachusetts,marshfield",9671,7498,313
"2005","massachusetts,mashpee",5982,4086,195
"2006","massachusetts,mattapoisett",2730,1888,79
"2007","massachusetts,maynard",4942,1672,172
"2008","massachusetts,medfield",5668,2374,169
"2009","massachusetts,medford",23495,7566,652
"2010","massachusetts,medway",5156,3004,256
"2011","massachusetts,melrose",13213,4646,382
"2012","massachusetts,mendon",2067,1774,103
"2013","massachusetts,merrimac",2549,1725,117
"2014","massachusetts,methuen",14328,11127,464
"2015","massachusetts,middleborough",6324,7164,369
"2016","massachusetts,middlefield",199,124,11
"2017","massachusetts,middleton",2764,2966,128
"2018","massachusetts,milford",8700,5544,336
"2019","massachusetts,millbury",4196,3739,227
"2020","massachusetts,millis",3502,2001,136
"2021","massachusetts,millville",821,976,51
"2022","massachusetts,milton",12862,4441,351
"2023","massachusetts,monroe",28,31,1
"2024","massachusetts,monson",2446,2588,141
"2025","massachusetts,montague",3520,1211,167
"2026","massachusetts,monterey",481,102,9
"2027","massachusetts,montgomery",246,312,6
"2028","massachusetts,mount washington",102,16,7
"2029","massachusetts,nahant",1629,842,53
"2030","massachusetts,nantucket",5241,1914,151
"2031","massachusetts,natick",16330,4971,475
"2032","massachusetts,needham",15573,4078,462
"2033","massachusetts,new ashford",98,48,5
"2034","massachusetts,new bedford",21267,12964,646
"2035","massachusetts,new braintree",319,337,15
"2036","massachusetts,newbury",3138,1754,133
"2037","massachusetts,newburyport",9224,3253,231
"2038","massachusetts,new marlborough",678,264,17
"2039","massachusetts,new salem",419,237,25
"2040","massachusetts,newton",40907,8357,1031
"2041","massachusetts,norfolk",4100,2570,183
"2042","massachusetts,north adams",4216,1600,116
"2043","massachusetts,northampton",15649,1855,421
"2044","massachusetts,north andover",11022,6548,442
"2045","massachusetts,north attleborough",9724,7050,417
"2046","massachusetts,northborough",6476,2913,298
"2047","massachusetts,northbridge",4720,4244,264
"2048","massachusetts,north brookfield",1181,1459,75
"2049","massachusetts,northfield",1211,592,52
"2050","massachusetts,north reading",5585,4116,229
"2051","massachusetts,norton",5918,4735,321
"2052","massachusetts,norwell",4291,2920,175
"2053","massachusetts,norwood",11212,5824,417
"2054","massachusetts,oak bluffs",2420,730,59
"2055","massachusetts,oakham",554,664,39
"2056","massachusetts,orange",1984,1699,117
"2057","massachusetts,orleans",3288,1458,96
"2058","massachusetts,otis",550,441,23
"2059","massachusetts,oxford",3593,3765,216
"2060","massachusetts,palmer",3108,3240,155
"2061","massachusetts,paxton",1625,1268,69
"2062","massachusetts,peabody",16860,12704,526
"2063","massachusetts,pelham",819,89,17
"2064","massachusetts,pembroke",6174,5263,316
"2065","massachusetts,pepperell",3869,3205,233
"2066","massachusetts,peru",299,216,18
"2067","massachusetts,petersham",528,321,23
"2068","massachusetts,phillipston",465,607,22
"2069","massachusetts,pittsfield",16404,5017,521
"2070","massachusetts,plainfield",316,116,11
"2071","massachusetts,plainville",3196,2474,153
"2072","massachusetts,plymouth",21266,15152,918
"2073","massachusetts,plympton",962,912,44
"2074","massachusetts,princeton",1530,977,68
"2075","massachusetts,provincetown",2402,182,29
"2076","massachusetts,quincy",30446,14340,1007
"2077","massachusetts,randolph",13676,3523,256
"2078","massachusetts,raynham",4372,4243,196
"2079","massachusetts,reading",11134,5444,374
"2080","massachusetts,rehoboth",3650,4076,191
"2081","massachusetts,revere",13360,7203,327
"2082","massachusetts,richmond",828,215,14
"2083","massachusetts,rochester",1762,1991,80
"2084","massachusetts,rockland",5400,4319,275
"2085","massachusetts,rockport",3861,1306,108
"2086","massachusetts,rowe",152,113,2
"2087","massachusetts,rowley",2180,1942,105
"2088","massachusetts,royalston",408,357,22
"2089","massachusetts,russell",366,512,41
"2090","massachusetts,rutland",2818,2667,190
"2091","massachusetts,salem",18023,5433,562
"2092","massachusetts,salisbury",2845,2597,114
"2093","massachusetts,sandisfield",306,200,9
"2094","massachusetts,sandwich",7739,6044,278
"2095","massachusetts,saugus",8001,7543,253
"2096","massachusetts,savoy",226,161,12
"2097","massachusetts,scituate",8608,4614,308
"2098","massachusetts,seekonk",4786,3970,199
"2099","massachusetts,sharon",8778,2603,236
"2100","massachusetts,sheffield",1542,578,42
"2101","massachusetts,shelburne",927,209,38
"2102","massachusetts,sherborn",2267,579,117
"2103","massachusetts,shirley",2100,1493,107
"2104","massachusetts,shrewsbury",13590,7058,483
"2105","massachusetts,shutesbury",1154,144,32
"2106","massachusetts,somerset",5815,5113,194
"2107","massachusetts,somerville",37027,4283,890
"2108","massachusetts,southampton",2231,1811,152
"2109","massachusetts,southborough",4618,1851,196
"2110","massachusetts,southbridge",4079,3022,160
"2111","massachusetts,south hadley",6590,3230,239
"2112","massachusetts,southwick",2360,3221,151
"2113","massachusetts,spencer",2989,3287,136
"2114","massachusetts,springfield",39361,13957,1055
"2115","massachusetts,sterling",2841,2444,166
"2116","massachusetts,stockbridge",1099,237,27
"2117","massachusetts,stoneham",8676,5372,274
"2118","massachusetts,stoughton",10254,5081,288
"2119","massachusetts,stow",3551,1258,155
"2120","massachusetts,sturbridge",3417,2515,161
"2121","massachusetts,sudbury",9345,2691,318
"2122","massachusetts,sunderland",1605,394,51
"2123","massachusetts,sutton",3091,3081,146
"2124","massachusetts,swampscott",6845,2555,172
"2125","massachusetts,swansea",4736,5123,175
"2126","massachusetts,taunton",14996,11148,629
"2127","massachusetts,templeton",2061,2289,145
"2128","massachusetts,tewksbury",9954,8783,400
"2129","massachusetts,tisbury",2225,542,68
"2130","massachusetts,tolland",136,186,6
"2131","massachusetts,topsfield",2460,1602,82
"2132","massachusetts,townsend",2687,2620,169
"2133","massachusetts,truro",1386,340,36
"2134","massachusetts,tyngsborough",4034,3375,136
"2135","massachusetts,tyringham",234,72,8
"2136","massachusetts,upton",3173,1988,139
"2137","massachusetts,uxbridge",4351,4093,283
"2138","massachusetts,wakefield",10215,6032,376
"2139","massachusetts,wales",429,619,39
"2140","massachusetts,walpole",9474,6243,449
"2141","massachusetts,waltham",20424,7787,685
"2142","massachusetts,ware",2353,2444,154
"2143","massachusetts,wareham",6883,5518,325
"2144","massachusetts,warren",1149,1375,75
"2145","massachusetts,warwick",343,160,20
"2146","massachusetts,washington",240,107,6
"2147","massachusetts,watertown",14970,3801,456
"2148","massachusetts,wayland",7344,1705,253
"2149","massachusetts,webster",4046,4039,213
"2150","massachusetts,wellesley",12630,3295,417
"2151","massachusetts,wellfleet",1971,496,49
"2152","massachusetts,wendell",487,105,22
"2153","massachusetts,wenham",1761,765,82
"2154","massachusetts,westborough",7569,2776,291
"2155","massachusetts,west boylston",2788,1872,142
"2156","massachusetts,west bridgewater",2224,2272,129
"2157","massachusetts,west brookfield",1137,1127,63
"2158","massachusetts,westfield",10200,9858,627
"2159","massachusetts,westford",10229,4656,413
"2160","massachusetts,westhampton",746,426,23
"2161","massachusetts,westminster",2665,2477,152
"2162","massachusetts,west newbury",2111,1061,98
"2163","massachusetts,weston",5129,1712,244
"2164","massachusetts,westport",5319,5018,209
"2165","massachusetts,west springfield",7157,6067,289
"2166","massachusetts,west stockbridge",784,164,23
"2167","massachusetts,west tisbury",1921,338,36
"2168","massachusetts,westwood",6832,3444,269
"2169","massachusetts,weymouth",19615,12460,752
"2170","massachusetts,whately",745,332,30
"2171","massachusetts,whitman",4496,3882,251
"2172","massachusetts,wilbraham",4928,4262,207
"2173","massachusetts,williamsburg",1446,337,39
"2174","massachusetts,williamstown",3196,499,62
"2175","massachusetts,wilmington",8027,6448,331
"2176","massachusetts,winchendon",2313,2661,178
"2177","massachusetts,winchester",9777,3736,357
"2178","massachusetts,windsor",370,201,8
"2179","massachusetts,winthrop",6290,3770,192
"2180","massachusetts,woburn",13530,8483,405
"2181","massachusetts,worcester",48584,21169,1617
"2182","massachusetts,worthington",571,271,28
"2183","massachusetts,wrentham",4247,3319,241
"2184","massachusetts,yarmouth",9149,5993,310
"2185","michigan,alcona",2142,4848,74
"2186","michigan,alger",2053,3014,61
"2187","michigan,allegan",24449,41392,1253
"2188","michigan,alpena",6000,10686,283
"2189","michigan,antrim",5960,9748,241
"2190","michigan,arenac",2774,5928,129
"2191","michigan,baraga",1478,2512,48
"2192","michigan,barry",11797,23471,637
"2193","michigan,bay",26151,33125,979
"2194","michigan,benzie",5480,6601,181
"2195","michigan,berrien",37438,43519,1434
"2196","michigan,branch",6159,14064,313
"2197","michigan,calhoun",28877,36221,1183
"2198","michigan,cass",9130,16699,387
"2199","michigan,charlevoix",6939,9841,220
"2200","michigan,cheboygan",5437,10186,245
